genome_file	snps_file	mixture_file	events_string	seed	id	prop_mirrored	prop_focal_mirrored	genome_version	phase_file
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s14855/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s83678_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity1.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s14855s025_liquid_2clones_purity1_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s83678_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s14855/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity2.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s14855s025_liquid_2clones_purity2_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s14855/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s25177_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity3.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s14855s025_liquid_2clones_purity3_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s25177_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s14855/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s30813_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity4.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s14855s025_liquid_2clones_purity4_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s30813_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s14855/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_2/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity5.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s14855s025_liquid_2clones_purity5_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_2/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s14855/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s30813_2/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity6.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s14855s025_liquid_2clones_purity6_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s30813_2/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s23465/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s83678_2/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity1.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s23465s025_liquid_2clones_purity1_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s83678_2/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s23465/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s25177_2/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity2.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s23465s025_liquid_2clones_purity2_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s25177_2/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s23465/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s83678_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity3.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s23465s025_liquid_2clones_purity3_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s83678_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s23465/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity4.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s23465s025_liquid_2clones_purity4_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s23465/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s25177_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity5.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s23465s025_liquid_2clones_purity5_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s25177_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s23465/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s30813_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity6.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s23465s025_liquid_2clones_purity6_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s30813_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s4747/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_2/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity1.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s4747s025_liquid_2clones_purity1_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_2/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s4747/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s30813_2/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity2.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s4747s025_liquid_2clones_purity2_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s30813_2/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s4747/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s83678_2/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity3.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s4747s025_liquid_2clones_purity3_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s83678_2/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s4747/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s25177_2/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity4.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s4747s025_liquid_2clones_purity4_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s25177_2/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s4747/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s83678_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity5.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s4747s025_liquid_2clones_purity5_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s83678_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n2_s4747/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_2clones_purity6.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s4747s025_liquid_2clones_purity6_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n3_s23587/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s25177_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_3clones_purity1.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s23587s025_liquid_3clones_purity1_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s25177_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n3_s23587/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s30813_1/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_3clones_purity2.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s23587s025_liquid_3clones_purity2_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n3_s30813_1/phase/phased.vcf.gz
/n/fs/ragr-research/projects/tgct/hatchet-paper/simulation/data/WGD/dataset_n3_s23587/tumor/copynumbers.csv	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_2/baf/tumor.1bed	/n/fs/ragr-research/projects/hatchet2-results/newsims/purity/data/mixture_files/liquid_3clones_purity3.txt	10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000,10000,50000,200000,500000	0	s23587s025_liquid_3clones_purity3_eventsA_0	0.25	0.5	hg19	/n/fs/ragr-research/projects/hatchet2-results/mascote/dataset_n2_s22122_2/phase/phased.vcf.gz
